MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
6.4124,28,7.2361,3.9029,2677,3.6875,37.0523,-117.8449,347646
3.2428,3,1.0927,1.5803,4342,1.8975,41.022,-114.1955,161949
7.6629,2,4.4314,2.1541,4836,4.9209,34.6922,-116.0609,397352
5.1679,51,6.1112,1.6146,4656,3.852,38.102,-119.411,217767
6.2507,29,9.1083,0.6972,674,1.6445,36.2832,-123.1338,390984
2.7732,34,9.928,3.7805,1785,2.4567,34.8785,-115.1775,200041
7.2797,14,6.0069,3.395,3825,1.8948,39.6255,-115.8988,374708
14.774,33,9.5012,2.6426,2995,1.3443,39.3554,-119.7272,750375
5.9392,48,1.8934,3.5345,1270,3.5793,39.4897,-115.987,259449
13.3318,47,7.3114,4.3092,3465,1.4176,37.9842,-116.7241,642511
12.8832,18,4.605,3.2831,1580,2.5847,35.3709,-122.005,616705
14.3528,29,7.7588,4.5805,1513,3.6781,38.7185,-122.2434,748068
12.1665,2,8.8095,1.4067,788,1.645,34.0114,-116.1839,672244
10.4046,11,1.4835,4.4751,1223,4.5366,34.4851,-118.3975,497609
13.0639,31,9.4193,2.9369,2679,1.7397,41.5745,-119.5398,664453
2.5212,49,1.6134,4.2873,3532,3.4425,37.4402,-120.2996,69809
7.7482,13,7.7806,3.8471,1788,4.6952,39.1608,-116.8113,423907
14.855,44,1.6216,0.7594,2770,1.3815,36.5546,-119.9665,719026
11.8896,26,8.7551,4.2701,4835,1.4198,32.017,-123.8795,616464
14.488,34,2.8448,2.0178,566,1.5028,37.1053,-120.8742,723542
12.0251,50,4.9066,2.4041,1000,2.4301,37.3954,-114.9469,531458
13.3109,10,9.3936,0.5498,189,3.6864,32.9698,-120.3097,742322
11.0382,12,8.1286,3.9142,4266,3.1545,34.1178,-123.5936,603405
11.7668,49,8.072,2.6013,1776,2.1927,33.2532,-116.7007,604084
8.5629,22,7.87,4.7283,851,3.4722,40.8239,-121.2431,482161
13.9772,46,6.1249,1.7645,2747,2.786,32.3019,-123.4132,675819
12.638,31,9.5629,2.7323,467,2.4106,39.5979,-116.0124,677647
12.8924,19,8.4847,2.3501,4347,2.5298,36.311,-123.9365,655331
10.5856,45,4.9626,4.0645,837,2.4374,32.0258,-122.4018,555474
5.6118,24,7.683,2.9104,183,3.047,36.4906,-122.0195,297735
1.981,25,9.983,2.5695,4764,2.521,41.7756,-117.1134,129005
14.1313,35,8.839,4.7607,4511,2.278,36.4994,-122.8793,727882
9.4126,8,1.011,2.2007,920,2.2841,34.7287,-116.9513,443680
5.5249,5,7.641,2.7051,4161,1.876,41.2006,-120.8295,280489
3.5133,22,9.0809,2.9936,4617,1.8392,32.8047,-118.8727,244566
12.6986,28,3.9498,0.7424,4509,2.1443,39.5683,-115.8364,661822
12.793,12,9.7974,2.8693,4081,4.889,34.4703,-119.5789,707353
12.4959,33,4.6117,2.0111,1691,1.8167,39.0805,-122.4633,609083
10.2086,16,4.7906,3.4261,1292,2.7783,33.3873,-122.6322,539789
6.4412,26,2.4478,3.3963,3560,4.6341,32.4816,-120.1544,263580
5.6049,12,1.8694,3.7008,2659,1.046,38.8049,-122.4583,221023
1.6155,23,5.8294,2.2962,243,3.4194,35.7745,-117.6938,70702
12.7537,49,6.425,0.9715,3956,4.4808,41.8939,-118.0381,630898
2.6803,26,4.3021,2.4762,4395,1.6702,37.6143,-116.8848,133891
10.0152,41,6.4595,2.9848,3055,4.2509,32.5447,-117.9584,485157
8.305,13,4.552,0.6118,2027,3.5844,33.4117,-120.4105,431038
8.6103,23,8.8137,2.9631,1392,4.2851,40.9875,-118.0329,459379
14.0106,31,9.5844,2.2967,2298,1.2837,32.7073,-115.3524,747640
1.9268,36,6.3419,2.6531,1067,1.2839,37.3911,-123.5787,93299
11.9408,27,8.5805,1.865,4834,1.5719,32.1738,-123.0816,613195
2.2027,36,8.6837,2.7146,3150,4.9159,39.1802,-114.2176,98354
2.0151,47,7.4239,4.4683,4476,4.5176,33.4031,-116.321,78578
7.3025,42,2.728,4.0453,707,3.2895,33.7991,-123.2779,320482
2.3515,23,2.3944,3.2722,4787,3.1138,34.8268,-114.6011,47948
12.1534,38,9.2754,3.3196,699,2.0204,32.0298,-114.5771,620626
8.6491,3,3.3856,4.5293,4633,1.8476,37.243,-117.2185,421364
1.892,30,3.217,2.6586,3487,1.938,41.7081,-114.8088,51956
2.0468,32,2.4952,2.9271,2528,3.9202,38.9495,-120.5834,83397
9.771,15,5.7471,4.3708,145,3.5361,41.5255,-119.9613,532090
12.3825,38,7.093,3.8962,3601,3.0071,33.3043,-119.5885,670297
7.4103,11,7.0855,2.4488,1017,4.3342,34.4104,-114.8428,406617
8.9868,2,3.3495,1.8737,4533,1.2372,35.4751,-114.5911,438320
12.2977,26,1.8531,2.8302,2612,1.1449,39.4255,-118.0472,563395
9.7418,34,3.7919,1.0428,4772,4.2828,41.9596,-114.9449,491542
4.5343,1,5.5309,3.562,3823,2.6653,40.5642,-115.4373,202430
9.7762,11,6.512,2.59,1210,3.6622,37.8609,-119.7578,556142
9.9818,5,3.4354,3.1774,2500,2.6169,37.8475,-116.9719,481631
11.4104,26,2.6484,4.3079,367,2.7542,39.7028,-122.1563,567958
9.8818,6,8.5742,2.1034,3764,1.0901,33.8849,-122.512,505848
14.5848,35,8.7213,2.7373,1482,3.1217,40.2281,-117.2115,780694
4.1634,5,3.5196,3.0006,334,1.1418,39.3851,-119.6384,227752
14.3397,9,6.041,1.7608,176,2.4057,32.6834,-117.038,750046
8.7676,28,4.9584,1.7368,3615,1.5468,32.4157,-116.0578,438162
10.5714,19,2.2777,2.868,3576,1.8713,33.5442,-119.8063,502245
2.8427,5,9.4653,1.6572,3296,4.63,38.5337,-114.4858,217975
6.6378,23,1.088,4.3754,4188,4.8774,41.5391,-114.8501,253999
11.8866,44,2.6882,4.9769,1900,1.1323,33.1161,-123.0279,549064
11.0433,44,4.1101,1.4488,4826,4.6561,38.089,-122.6467,540740
2.0419,16,8.7082,3.0887,895,4.4048,37.9478,-122.6804,120461
8.879,7,8.0979,1.1542,4996,3.0648,33.7,-118.7174,490751
2.6918,14,6.219,1.3351,4497,2.9348,34.6312,-119.3022,185682
14.9441,22,7.2552,3.9469,2554,2.548,37.3927,-115.1633,748437
13.6135,9,4.0682,1.3986,676,3.6137,35.3569,-120.3111,727571
1.7846,47,9.4649,3.8705,3994,1.7299,33.5817,-119.4391,97723
13.0918,23,1.2411,2.3181,2570,1.2969,36.2965,-115.2024,637732
13.9123,43,1.9084,2.6576,2339,4.9192,32.8969,-118.4779,642481
6.2729,4,9.33,1.6674,3805,4.2848,37.8033,-117.9933,411693
11.2133,43,9.5055,2.9704,2550,2.5202,33.4437,-122.8241,572984
7.4684,26,5.4151,1.992,723,1.2625,39.2884,-123.686,369489
10.3456,41,6.1881,1.2855,4800,4.829,37.4709,-116.1121,544180
6.0943,6,9.1228,1.1258,2923,1.2056,32.7867,-121.1058,365084
5.8545,31,8.6809,4.9985,556,1.0105,34.2279,-118.9854,298593
7.2299,17,8.7576,2.0553,4456,2.1546,36.292,-115.5306,427238
3.4652,9,4.3461,4.1222,4795,3.981,35.9448,-119.9462,181177
12.7204,27,8.4749,2.0362,3316,4.3807,40.2559,-114.6829,683218
6.2074,6,1.6238,3.3033,942,3.3396,38.2776,-117.2434,303934
6.902,6,5.3827,4.2852,4741,2.8407,40.8675,-123.3999,334292
13.5697,4,3.1367,3.6322,955,1.0597,37.5133,-122.7758,674638
8.2044,43,1.3222,0.8108,3658,2.392,35.1464,-115.8662,345473
8.8474,3,6.5549,1.3675,2555,1.3353,32.318,-114.0883,507664
14.4127,24,1.6856,4.4311,1253,1.8774,34.1119,-122.3192,667051
13.4708,18,2.0814,2.6205,1003,1.2742,34.5734,-118.4384,690147
3.7878,32,1.7357,3.1931,4495,4.5868,32.9111,-119.7232,152701
7.8884,48,9.7754,0.61,3741,3.8318,37.3004,-120.4151,414333
14.6125,21,1.3531,2.6929,4963,2.8172,38.3785,-116.6529,727648
6.5269,48,3.4278,2.4389,4199,4.7242,32.5042,-123.8224,341241
6.5162,29,6.868,3.5879,4911,1.8341,35.4521,-117.1781,335748
4.1329,32,8.4104,1.735,3290,4.8144,32.2741,-122.765,252513
3.0434,25,6.4738,3.8475,2227,1.2969,39.2876,-120.0437,163247
11.4941,12,9.7885,3.519,308,4.1988,36.9915,-120.1666,622472
11.8954,46,4.0394,2.7937,3132,2.3147,38.9204,-120.806,580021
14.5817,9,5.248,2.1904,3670,1.5279,38.19,-114.478,736527
11.9411,7,8.3917,1.859,285,3.6464,40.5418,-117.4845,666585
4.7853,14,7.1353,2.9079,1783,3.5416,40.7788,-120.0558,236044
2.0416,20,2.9266,3.0957,1410,4.7368,37.5944,-122.8268,127078
14.8034,20,5.488,2.5166,4520,2.1044,36.6217,-122.9815,730066
6.0961,10,9.7836,1.9426,281,4.0646,41.911,-117.0248,348586
5.7116,11,8.7672,4.4596,4953,4.6862,33.9301,-122.2822,330919
13.7304,39,2.7262,1.896,4449,2.8251,38.394,-117.1582,659821
9.3988,19,2.6181,3.5247,529,2.668,38.2003,-114.4359,448050
4.4008,19,8.4556,4.5717,4161,2.4742,41.5691,-116.578,225955
13.5028,43,2.7901,3.4108,4327,4.9352,32.9428,-119.4412,616241
14.9104,6,5.0751,2.1467,4685,3.4331,41.477,-117.4612,783300
2.6702,8,2.6268,1.8374,2726,4.6895,39.6413,-122.5754,147667
13.1404,1,1.132,4.3403,3434,2.7978,33.291,-120.0269,661498
6.772,23,8.8786,2.7048,3031,4.5287,33.9529,-118.6592,391416
8.575,40,8.011,3.1702,394,2.8501,34.7543,-120.6777,444423
13.85,37,5.2353,3.1833,1862,1.6306,38.771,-118.3506,663257
14.6406,10,2.4362,2.9021,1968,3.3963,39.4851,-122.3454,770833
5.0392,2,8.2578,4.691,2439,4.4777,39.3708,-116.1155,277660
4.3735,36,4.2343,4.6897,3222,1.137,38.5255,-120.3144,193048
2.587,2,6.9575,0.6819,2258,2.1344,33.341,-121.7787,213808
9.0843,15,3.8502,2.7755,3903,4.7851,32.4292,-119.0523,483691
1.6837,20,4.8906,3.0451,1117,2.0808,34.773,-117.9695,102533
7.0606,42,5.8192,4.665,599,2.5935,38.0058,-118.9444,317282
2.4907,21,7.8581,0.8135,2895,2.3115,35.5315,-123.3435,208432
6.9705,30,8.4886,4.0508,1481,2.0419,40.4982,-120.6745,358895
2.0391,24,4.9919,3.3909,4323,2.5683,40.2112,-121.8694,67096
12.7754,2,3.0974,3.7962,611,4.4071,34.1793,-116.0093,660909
4.3315,38,2.3828,1.8127,489,2.3197,38.5908,-114.3486,190329
5.9322,22,4.0667,3.8598,2031,3.8133,40.3029,-117.3186,277674
13.2456,29,8.2161,1.772,1034,1.9835,41.0003,-114.7362,661520
11.5746,14,3.4658,3.5405,4311,1.7239,36.2745,-115.8991,600000
4.457,5,1.4277,4.0416,3534,4.2282,41.0732,-123.4541,237677
2.4706,24,6.0785,4.0249,2731,1.5113,39.4076,-115.6718,82588
11.1616,26,1.3025,2.9497,1973,4.0937,34.9658,-116.9159,557389
6.7745,2,8.9643,2.3611,1781,3.5459,35.4145,-121.4995,401137
11.8421,46,7.1025,1.596,4013,3.1451,33.389,-120.7855,564339
7.5115,45,3.3116,0.6507,2920,2.8423,35.7914,-116.3893,348106
6.171,34,5.2218,0.72,1210,3.1416,35.6412,-114.6973,334315
7.5913,23,7.653,2.3833,2236,1.501,38.2431,-121.9094,370728
11.6055,41,9.2412,0.9272,3946,1.9861,35.0683,-116.3026,599997
13.68,35,8.8701,1.0038,3982,1.0762,36.2092,-116.6171,670602
2.1719,15,1.6258,1.3762,1424,3.796,33.3153,-116.1462,103641
8.5755,3,1.7303,2.6659,4904,4.1907,39.3131,-119.0201,416690
1.9433,12,6.3795,3.1629,2529,3.7583,32.4073,-123.6297,149105
7.8235,38,5.4685,3.6242,1782,3.8348,39.4853,-122.6617,392186
13.4513,51,3.6364,2.688,2261,4.454,33.7808,-119.7647,630717
6.3815,17,9.7856,3.4913,390,3.8083,41.8102,-116.7772,357282
14.0881,38,7.7164,4.3795,3756,2.4019,41.8883,-115.6978,742492
10.0132,27,7.1859,2.1837,4012,1.9574,41.9393,-116.0794,517182
14.1111,19,2.632,3.5971,1947,2.6418,32.1304,-117.0426,673942
11.7217,49,3.5554,3.4633,4297,2.8528,34.1695,-115.7393,543000
2.8964,48,6.4452,3.3642,3973,2.091,37.5355,-118.3034,162687
4.6205,21,8.1604,3.1257,2820,2.175,39.3401,-123.9868,267111
6.8213,40,9.3795,3.7677,4967,3.8393,40.1572,-117.6873,382096
3.7964,24,7.2795,4.1834,2871,1.8294,33.3543,-115.3612,177379
8.1813,24,4.7677,2.2646,2453,4.0698,40.5575,-118.9795,421304
7.8635,19,7.2197,3.4464,1806,2.0293,38.9897,-117.7769,399576
14.4095,31,1.6226,1.6183,1060,2.6257,34.8985,-115.2698,735142
7.3553,40,6.4007,3.902,3466,2.1023,32.0838,-115.0843,380338
12.106,20,9.0516,4.4618,4435,4.2864,41.1326,-116.6357,654830
14.2158,15,6.7325,3.9266,2262,2.5766,33.982,-121.3906,725081
13.3393,40,1.0679,2.7099,3007,4.9141,35.6453,-123.0863,666302
4.317,35,7.2507,1.1005,4127,3.403,40.5013,-121.2042,227152
8.1964,48,7.538,4.429,1476,1.0666,38.6327,-114.2151,419268
6.1945,35,5.8711,4.1658,736,4.2606,33.3255,-118.9487,352594
6.8981,33,8.3448,3.641,3184,3.757,41.793,-115.9484,387223
6.3709,40,2.8206,4.3317,2208,2.0245,35.194,-121.4279,285549
12.6558,41,4.6808,2.8986,4514,2.074,37.9477,-115.4699,571497
7.6039,44,8.2683,4.9585,2076,2.9689,38.2813,-120.8788,406956
8.5699,18,6.4332,4.2668,3815,3.6657,37.6765,-114.2847,403334
14.763,17,9.9493,1.2362,3879,4.5988,37.7947,-118.2429,786238
2.3097,8,1.6234,2.3097,1355,1.6652,34.4261,-115.1509,113432
8.0874,20,3.1988,1.2656,4380,1.6693,41.5999,-123.9862,396615
11.9498,11,2.7921,1.5092,1953,3.7886,36.876,-120.6029,635495
3.5407,30,9.7875,2.7544,1395,2.2714,33.4034,-120.1522,168866
9.7557,27,8.8234,2.1263,2186,1.9084,40.4953,-117.3987,518655
4.7328,39,2.1981,4.5938,4043,3.7499,33.4712,-118.5821,182227
13.21,14,4.1842,0.5005,2626,1.2419,40.6251,-117.2307,668767
5.9158,42,1.4734,0.5466,4413,3.1255,37.6014,-119.6633,336402
5.9423,15,6.6931,4.6417,2170,3.5624,32.439,-121.3833,312756
9.5756,12,3.9808,1.5756,4827,2.5388,33.227,-114.5189,474644
3.9781,20,3.3181,0.5111,1501,1.5028,41.4352,-121.8991,252994
5.346,17,5.7081,2.4693,2523,2.3703,33.2794,-115.5814,258011
7.1245,40,8.16,1.3804,3795,2.725,37.8671,-114.9956,402585
6.2741,26,4.6353,0.74,3283,1.6444,35.1388,-121.2601,327513
8.5858,14,7.817,2.8871,3057,2.9537,39.9726,-118.1699,482990
9.5951,25,5.0152,1.1308,3219,2.3553,39.9434,-116.6168,474650
9.15,26,2.9307,4.266,1302,4.6001,39.974,-115.2483,441628
10.3313,47,5.0159,1.8597,136,1.2572,34.0756,-115.67,518077
5.6546,25,5.8425,1.4975,4401,3.6798,39.1118,-115.8257,305420
3.2068,25,5.1542,3.8289,2284,3.8877,32.9132,-123.3039,165624
11.7709,27,3.4689,4.3189,2936,3.4358,32.7661,-114.2295,613787
12.9855,43,2.6659,0.919,1297,3.0873,36.0887,-118.7793,562851
4.9696,12,9.5226,1.1821,1377,1.4611,37.9727,-120.9097,313220
6.9957,20,3.6774,2.6355,217,3.4327,35.1313,-122.0456,397051
8.2307,16,7.3483,3.156,2300,3.2665,35.0531,-114.3884,452160
8.6999,25,4.0662,0.8747,3129,4.6513,32.7483,-123.4169,423223
10.4031,27,9.7268,2.1876,3190,4.4887,33.9599,-114.6986,573975
2.0616,18,9.8945,4.5392,2325,1.0821,38.1014,-121.8537,188936
11.2399,10,8.4259,4.4424,1449,4.9384,38.8114,-114.2353,568484
2.3366,51,6.2333,1.9005,2807,3.2618,41.0754,-123.5924,92784
7.8219,50,5.8786,1.5234,3123,4.6639,35.7477,-122.6751,390100
12.6736,30,3.9607,3.1224,2756,1.5969,34.3645,-123.8912,645157
7.5914,1,2.0983,0.9326,441,3.7855,39.1924,-123.8699,411105
3.5127,4,1.7116,1.5502,4827,2.8335,38.7341,-114.7454,215272
14.798,23,5.189,1.2504,844,1.5365,34.7532,-116.3373,755568
13.5054,7,9.8091,1.4348,4364,1.0909,39.6885,-115.0419,739576
11.9127,30,3.2219,1.4667,1416,1.8651,34.0089,-123.7036,583889
7.0554,26,4.6986,3.3237,2215,1.0669,35.4785,-123.3448,332038
3.9819,1,6.7728,2.6965,3880,3.3911,34.4521,-114.0629,253280
14.2091,29,4.1596,4.3803,1455,2.2197,38.4939,-119.0946,702749
8.6867,25,1.0327,3.8103,1058,4.8147,36.917,-122.6466,421438
13.0068,40,4.566,2.7448,1762,3.5303,39.3396,-119.5479,667695
6.1183,26,8.2418,1.8834,3343,4.0549,33.0755,-122.9549,336426
6.0264,17,9.4956,4.2438,3035,2.7351,34.5674,-114.1879,334405
14.8048,31,3.4758,0.8579,2625,2.0688,36.8511,-116.8167,752121
8.5447,8,9.2948,3.5645,2327,4.0695,32.5674,-122.0158,431798
3.3994,5,8.8043,1.0085,2676,2.8707,39.3127,-118.3826,195155
4.4656,1,4.6605,2.8976,646,4.9982,34.8204,-116.7577,290967
8.0062,15,1.0421,4.5573,3184,3.3702,38.0379,-116.602,345869
2.0734,36,8.6039,1.5713,3175,4.3806,41.0137,-120.9942,136562
7.7442,7,3.581,0.8534,3364,2.1516,34.5323,-123.2384,411177
7.1557,46,7.803,2.0277,3214,2.7075,39.4677,-115.2006,390575
12.021,44,6.1436,2.6522,4990,1.9624,38.3348,-114.6904,571964
6.2917,27,2.995,3.7616,1855,4.1017,33.7968,-118.5748,314150
14.7644,35,6.8339,0.6338,1083,4.029,39.3355,-115.3544,743525
3.9404,27,7.8836,1.089,3621,3.3707,32.6126,-118.5928,214233
9.4783,20,5.27,2.3483,406,3.9244,37.1885,-121.3868,481287
2.7109,18,7.7312,0.9276,1465,2.4423,33.1887,-117.4246,169224
11.4072,40,4.6447,4.8015,1461,4.5123,38.865,-118.339,531521
14.9292,2,9.8223,2.7994,2201,4.6892,35.0415,-114.9351,811712
12.5584,30,3.1583,2.1962,1446,3.6559,40.0588,-114.5827,624918
9.002,38,8.0007,4.9088,2757,2.4919,36.895,-119.6073,473249
8.044,30,7.7464,3.4074,1616,4.3671,32.8053,-122.2672,394839
12.7729,7,5.765,2.8212,3069,4.9224,37.98,-116.1345,639042
14.1357,39,4.153,1.5851,4177,3.316,32.1304,-121.6682,669310
14.8543,13,5.0118,1.6389,543,3.6394,34.9381,-118.1671,772170
6.8533,33,6.6654,2.1302,647,4.4026,34.6891,-117.3141,375837
14.8774,40,5.7731,3.8783,3180,3.6906,41.8054,-115.5094,719845
3.605,30,7.8539,4.172,3306,1.7872,34.4384,-121.9267,220667
4.9229,30,4.2461,1.3643,409,2.6924,38.7672,-115.6494,259752
2.7017,23,1.9652,4.1784,1319,3.4482,34.5714,-118.891,119630
5.1685,45,5.5504,1.9892,3497,2.8551,32.7947,-118.6894,270849
11.8672,24,3.3311,1.4013,2763,3.7198,32.6286,-114.6402,617662
13.0145,20,6.5497,1.3765,2864,2.1261,41.2614,-120.1902,688604
12.0151,28,5.6829,2.5854,1452,1.635,32.9655,-123.7036,571200
10.0194,19,8.0087,3.9521,3734,1.1137,40.3143,-121.3465,579243
8.4385,49,6.177,3.0682,1505,1.1557,37.4357,-116.3325,385283
11.0675,13,4.8768,2.5909,3222,2.4269,36.3207,-115.5,603154
6.7763,16,2.0787,0.5811,2337,1.087,41.9701,-118.9685,279947
12.8577,15,2.0813,3.036,3309,2.0867,40.9102,-119.3291,614431
10.6421,11,6.7632,3.5362,1554,3.0536,34.3865,-120.4633,555226
10.9204,12,8.9268,0.9413,3894,3.9766,37.9892,-115.7114,630896
8.7351,22,4.7331,4.8028,1963,3.3557,33.5801,-119.8439,445231
13.4506,25,5.7771,0.9119,4978,3.1383,37.9761,-121.5251,704350
4.9022,3,6.3209,3.608,2550,1.9685,33.2588,-116.756,321608
6.6455,24,5.2957,2.8605,1990,1.063,38.2731,-118.8269,379477
11.9982,25,1.5361,4.4789,264,1.5191,41.726,-123.2139,589241
8.1521,9,6.3023,2.3634,3375,4.9273,37.817,-117.2065,430825
13.5044,28,2.2339,2.7884,1971,4.7111,33.2566,-119.8892,656898
6.1764,46,6.0022,2.9882,1611,2.2446,39.9981,-115.4689,269130
6.486,30,7.9784,4.4368,440,2.2839,35.3217,-114.561,357841
13.4979,7,1.049,4.0984,3808,4.5653,32.9396,-114.3462,638336
7.769,11,4.8743,1.7605,1463,1.3142,38.5573,-114.1105,398357
8.4677,10,7.7112,4.7987,1951,1.6856,40.3057,-115.4379,440248
5.9923,3,5.7568,3.8888,4317,1.4717,36.8276,-120.3441,321768
5.235,19,3.1178,0.5542,4089,4.4837,41.3163,-121.4252,264346
10.3553,2,7.2781,1.3269,1423,1.0264,38.8238,-121.9722,557460
3.1178,17,8.0513,4.3511,3819,1.0578,38.2516,-116.6104,171004
13.3702,29,4.2627,3.4064,4225,4.2554,35.5367,-117.5949,676252
12.0192,2,3.6766,1.6616,1727,3.5476,35.1206,-118.2362,654478
4.0751,16,5.9062,1.2714,2635,3.2528,34.8293,-119.8781,234823
10.8693,49,4.2888,1.1604,3926,4.6914,41.5815,-116.2974,527862
9.6355,10,8.5234,1.9315,1845,2.9335,38.5046,-119.9433,532351
3.9912,4,8.0115,4.5434,2269,2.8674,37.9416,-119.5176,183939
5.1882,43,3.807,2.0842,983,2.6831,35.2034,-120.6445,249630
7.0213,26,5.1128,3.4732,4589,3.609,35.5378,-119.3119,295331
10.9398,49,9.0054,1.002,3440,2.2928,34.7908,-122.7686,572684
10.1228,24,2.3264,2.8913,4878,3.6736,33.5668,-114.8203,527702
8.6852,12,7.7881,2.0429,2635,3.8147,41.1996,-116.4862,456112
11.8735,21,3.8512,1.2223,1558,1.8459,37.8238,-118.3763,569325
11.7322,42,2.0753,4.09,730,3.3798,39.3323,-115.3432,548569
9.8411,16,2.0528,4.1699,4249,3.9072,36.7517,-122.5853,437447
12.1244,36,3.4866,1.8782,2977,4.8449,32.5696,-122.6517,571674
6.0126,35,5.9327,3.4419,524,4.7556,36.6992,-116.2836,343726
13.3969,9,9.171,2.2733,2402,1.8202,32.4231,-120.1988,720806
9.8013,6,3.727,0.7001,2031,3.3092,41.4625,-116.2037,476106
12.6019,44,2.7931,2.425,3183,2.8775,35.4285,-116.0378,624474
8.8748,1,5.3079,3.0914,1534,2.397,33.5399,-114.8546,454516
4.4489,14,2.4097,1.8457,113,2.3686,34.2701,-120.829,257295
8.8225,24,3.4452,4.77,3187,4.8838,41.1123,-123.4793,402945
6.51,10,9.8797,3.0112,3160,1.1464,34.0722,-119.1636,399202
10.9162,18,6.0225,2.1716,1216,4.4101,33.3302,-123.1776,624488
7.9232,45,8.0552,3.8076,4061,2.814,38.1731,-118.8427,401135
12.7875,9,2.9063,2.0341,1519,3.2667,32.9418,-115.3049,669867
10.654,27,5.6806,0.6112,2584,3.957,36.7203,-118.6415,553111
10.7413,19,5.5948,0.5372,4466,2.8254,38.7845,-122.1355,576578
4.4316,36,8.314,1.8589,4196,4.9493,33.4029,-121.7385,283859
14.7874,3,1.1941,1.2019,4991,4.4705,39.7903,-115.3035,705743
12.8626,38,8.7443,2.0861,4059,1.8538,36.2876,-115.545,627606
12.1516,9,1.7164,3.9635,1724,3.6817,39.1167,-119.3672,534245
5.9579,10,9.2494,1.8907,2886,2.9015,34.5346,-116.3775,386255
8.731,9,2.2856,3.0184,1257,2.4443,36.3686,-123.8355,409872
3.3509,17,5.7901,4.6384,4898,2.4067,36.7641,-115.342,187677
8.7694,42,1.8945,3.6423,1118,1.651,34.9572,-122.0319,445398
3.4695,38,5.0247,3.0279,2269,2.8306,39.9114,-121.6294,212257
8.966,48,3.6935,4.4018,620,3.3826,33.7762,-118.5839,394852
10.2577,49,4.7809,1.9879,3479,4.1933,38.6318,-119.362,501813
6.7676,43,5.9053,1.3903,2620,2.1551,41.3239,-122.5795,344838
8.2304,20,5.1349,3.8623,3993,4.0952,40.3773,-116.999,435378
13.3213,7,1.2085,0.7646,2121,3.2151,39.641,-118.2278,638728
2.9656,4,8.7711,2.4088,3993,2.0322,33.428,-114.9249,246213
12.1884,10,1.8546,1.7918,2275,4.148,39.5887,-114.3493,622152
3.8052,21,9.8256,4.871,1799,3.4116,35.746,-120.0834,295141
1.9956,14,8.6619,2.1969,968,4.8195,33.0336,-120.1674,149435
4.0053,25,6.0524,3.4854,3156,2.1537,38.9781,-115.4623,218506
11.8281,17,3.2067,1.7082,1804,4.8925,32.6599,-122.8097,610341
6.9692,28,1.7762,4.9243,510,3.2222,35.8133,-123.6495,299616
13.279,14,7.0465,1.3118,888,2.8191,40.598,-123.8278,682521
8.5836,13,2.8136,4.5802,3049,4.4998,38.8656,-114.469,420441
1.8004,34,7.599,2.5042,1538,1.6315,37.1727,-119.5989,59339
11.1756,41,8.4926,2.4227,3758,2.848,40.8248,-117.5822,564436
2.9881,3,9.9007,3.6558,1744,1.502,39.4945,-122.6386,233832
12.1566,4,5.5379,0.9199,747,3.4529,36.6977,-123.587,633531
3.7694,44,9.772,2.9601,182,1.17,39.471,-115.1382,182438
6.1635,15,2.3439,1.4899,4413,4.9207,40.832,-116.6028,291526
11.7772,20,8.5262,1.207,2897,1.0326,33.4373,-116.4415,615253
14.3821,8,4.2382,4.4486,3032,4.7287,34.0024,-119.341,709749
6.5144,50,4.2833,4.9878,645,3.5768,39.2593,-117.7428,226627
12.6969,5,3.4178,4.8704,2706,4.2911,33.7027,-117.7825,665582
4.0757,2,2.5607,4.1952,3443,2.4325,33.6652,-114.1139,240486
12.3969,28,4.9799,4.6399,2884,1.976,38.5625,-119.3111,573240
10.3762,22,9.8856,4.659,1286,1.6926,37.3548,-120.053,538809
4.102,9,3.9692,1.2936,877,3.1248,39.568,-116.9023,243080
5.5838,28,5.1497,0.8856,2375,2.0663,35.1886,-117.1359,323977
3.2789,46,3.0565,1.0705,922,4.5205,38.0846,-118.0017,115834
6.6701,1,4.0341,1.2317,2272,1.1198,40.9669,-120.0925,342046
4.2493,36,1.4963,4.201,2451,1.3382,41.0346,-119.5582,189453
10.194,49,9.6043,4.7357,1383,1.8632,38.5313,-121.527,541811
14.9258,42,5.5882,2.0833,4982,1.3294,32.2333,-121.6552,682706
1.6621,2,7.5966,0.6546,1183,4.312,37.2845,-115.3821,132782
8.8024,38,5.6196,1.8837,2614,1.0162,32.681,-121.8215,438490
9.2445,26,7.9318,3.6776,3981,3.6066,41.8976,-115.5367,490212
13.8418,31,5.8068,4.7431,2637,2.8219,41.9703,-122.2124,667804
8.3311,51,7.3139,2.5236,4627,4.091,33.16,-118.5664,390133
8.84,41,7.1632,2.0123,2713,2.6416,36.5616,-119.2415,441913
7.8673,51,5.8021,3.4395,2839,3.5802,40.6117,-116.354,383666
5.1302,19,3.0753,1.4501,520,3.557,33.1608,-115.1285,219744
2.2564,31,2.9066,3.9462,3025,2.4554,37.5227,-121.4585,42612
7.0169,9,8.8687,2.3632,2306,1.4568,33.9968,-119.451,406385
2.21,3,2.0862,4.8977,134,2.7321,36.8567,-122.1863,106535
8.9316,38,6.0332,4.7035,538,4.5003,34.023,-120.5758,435610
5.6485,6,5.5228,3.4942,3900,4.1855,37.303,-121.5209,317927
